property_id,locality,property_type,bhk,size_sqft,price_lakhs,rent_monthly,availability,possession_year,furnished_status,posted_on
3922,Juhu,Apartment,1,757.21,176.71,64886.0,Ready to move,2025,Semi-Furnished,2024-02-12 00:00:00
8303,Kandivali,Studio,2,307.29,131.26,29455.0,Under construction,2025,Unfurnished,2024-02-05 00:00:00
7053,Borivali,Apartment,2,776.23,147.21,53605.0,Ready to move,2025,Semi-Furnished,2024-02-20 00:00:00
8157,Malad,Villa,1,900.9,159.28,48011.0,Ready to move,2024,Semi-Furnished,2024-01-01 00:00:00
4926,Malad,Apartment,1,1372.02,103.41,51385.0,Under construction,2024,Semi-Furnished,2024-03-09 00:00:00
3515,Andheri,Apartment,3,646.05,71.72,26990.0,Ready to move,2026,Semi-Furnished,2024-02-06 00:00:00
9407,Borivali,Apartment,1,649.92,202.44,48552.0,Ready to move,2027,Unfurnished,2024-07-27 00:00:00
6630,Malad,Studio,1,465.26,129.84,31314.0,Ready to move,2024,Furnished,2024-09-08 00:00:00
8749,Andheri,Apartment,2,1049.23,141.64,53065.0,Ready to move,2026,Semi-Furnished,2024-05-09 00:00:00
5394,Kandivali,Apartment,4,755.14,100.29,34149.0,Ready to move,2024,Furnished,2024-02-09 00:00:00
3613,Vikhroli,Villa,1,1009.3,131.51,75496.0,Under construction,2025,Furnished,2024-12-08 00:00:00
7318,Borivali,Villa,3,759.02,176.81,38182.0,Ready to move,2024,Semi-Furnished,2024-12-27 00:00:00
4280,Kandivali,Studio,1,765.51,145.67,53569.0,Ready to move,2024,Furnished,2024-04-07 00:00:00
8164,Goregaon,Apartment,1,1170.38,178.03,49757.0,Ready to move,2025,Furnished,2024-11-02 00:00:00
1356,Kandivali,Studio,4,845.61,116.86,66381.0,Ready to move,2027,Furnished,2024-05-15 00:00:00
6209,Vikhroli,Apartment,3,1513.52,132.42,51524.0,Ready to move,2025,Semi-Furnished,2024-05-28 00:00:00
8138,Goregaon,Villa,1,1034.82,89.1,45012.0,Under construction,2026,Furnished,2024-05-14 00:00:00
862,Goregaon,Apartment,2,1187.72,71.41,30213.0,Ready to move,2026,Unfurnished,2024-04-09 00:00:00
1222,Dadar,Apartment,4,1077.42,144.87,63838.0,Ready to move,2025,Unfurnished,2024-07-23 00:00:00
8761,Powai,Apartment,2,1011.08,147.29,43783.0,Ready to move,2024,Semi-Furnished,2024-04-25 00:00:00
6049,Andheri,Studio,1,366.15,174.23,30294.0,Ready to move,2024,Unfurnished,2024-09-20 00:00:00
414,Andheri,Villa,2,901.17,140.53,54412.0,Under construction,2024,Furnished,2024-10-26 00:00:00
8196,Malad,Villa,1,1150.87,190.05,49559.0,Ready to move,2024,Semi-Furnished,2024-12-26 00:00:00
2536,Dadar,Apartment,3,871.72,145.08,56594.0,Ready to move,2025,Unfurnished,2024-12-24 00:00:00
7211,Borivali,Apartment,3,643.12,149.06,62290.0,Ready to move,2025,Furnished,2024-01-04 00:00:00
7442,Goregaon,Apartment,2,300.0,131.61,36437.0,Under construction,2024,Furnished,2024-11-10 00:00:00
2730,Vikhroli,Apartment,2,1110.6,156.74,58785.0,Ready to move,2025,Semi-Furnished,2024-08-28 00:00:00
7940,Kandivali,Apartment,1,1271.82,121.29,25297.0,Ready to move,2025,Semi-Furnished,2024-05-11 00:00:00
1626,Vikhroli,Apartment,2,712.43,123.73,57231.0,Ready to move,2024,Semi-Furnished,2024-09-04 00:00:00
9011,Vikhroli,Villa,1,634.2,169.18,22451.0,Ready to move,2024,Furnished,2024-03-17 00:00:00
5174,Andheri,Apartment,3,1150.77,165.53,50146.0,Ready to move,2026,Furnished,2024-07-28 00:00:00
515,Juhu,Villa,2,576.99,190.44,69020.0,Under construction,2026,Semi-Furnished,2024-05-01 00:00:00
1639,Malad,Apartment,2,980.38,90.16,53851.0,Ready to move,2024,Furnished,2024-06-30 00:00:00
3264,Malad,Apartment,3,929.21,221.31,39653.0,Under construction,2025,Semi-Furnished,2024-05-06 00:00:00
6477,Borivali,Villa,2,957.27,209.48,35943.0,Ready to move,2027,Furnished,2024-02-15 00:00:00
6629,Andheri,Apartment,2,1207.12,186.27,42503.0,Ready to move,2024,Furnished,2024-05-12 00:00:00
3684,Borivali,Apartment,1,507.95,168.28,39003.0,Ready to move,2024,Semi-Furnished,2024-09-02 00:00:00
5308,Juhu,Apartment,3,1066.37,118.11,45763.0,Ready to move,2025,Furnished,2024-03-13 00:00:00
9885,Bandra,Apartment,4,858.07,148.45,30289.0,Under construction,2025,Furnished,2024-07-26 00:00:00
1487,Andheri,Apartment,1,1111.9,33.29,47179.0,Ready to move,2025,Furnished,2024-09-12 00:00:00
4788,Dadar,Villa,4,512.58,101.37,26599.0,Ready to move,2025,Unfurnished,2024-08-18 00:00:00
1467,Kandivali,Villa,2,856.21,123.72,59094.0,Ready to move,2025,Unfurnished,2024-10-11 00:00:00
7579,Powai,Apartment,3,623.99,232.38,35702.0,Ready to move,2026,Unfurnished,2024-09-01 00:00:00
4966,Juhu,Villa,3,667.86,99.94,13162.0,Ready to move,2024,Semi-Furnished,2024-06-21 00:00:00
6082,Andheri,Apartment,2,597.0,145.03,54954.0,Ready to move,2025,Furnished,2024-08-03 00:00:00
7342,Goregaon,Apartment,1,956.88,99.66,47846.0,Ready to move,2026,Furnished,2024-08-20 00:00:00
654,Juhu,Villa,2,699.77,155.4,31242.0,Ready to move,2026,Furnished,2024-01-16 00:00:00
7810,Goregaon,Studio,2,861.1,117.72,64077.0,Under construction,2024,Furnished,2024-05-23 00:00:00
4093,Juhu,Apartment,1,523.94,102.81,56540.0,Ready to move,2025,Unfurnished,2024-12-10 00:00:00
4370,Bandra,Apartment,3,998.65,118.19,42740.0,Ready to move,2025,Furnished,2024-12-27 00:00:00
1406,Malad,Apartment,2,496.91,97.69,45614.0,Under construction,2025,Semi-Furnished,2024-07-06 00:00:00
6329,Borivali,Apartment,2,825.35,173.1,47233.0,Ready to move,2025,Semi-Furnished,2024-12-30 00:00:00
4376,Dadar,Villa,1,1385.35,42.31,32058.0,Ready to move,2025,Semi-Furnished,2024-04-05 00:00:00
1309,Kandivali,Apartment,1,1131.16,162.93,44087.0,Under construction,2024,Furnished,2024-09-16 00:00:00
5953,Vikhroli,Apartment,2,930.5,67.36,59935.0,Ready to move,2024,Semi-Furnished,2024-09-11 00:00:00
5631,Andheri,Apartment,2,610.12,189.32,26768.0,Ready to move,2026,Semi-Furnished,2024-05-19 00:00:00
2541,Powai,Apartment,1,1005.86,175.9,50347.0,Ready to move,2025,Semi-Furnished,2024-02-05 00:00:00
6416,Juhu,Villa,3,515.37,112.28,21496.0,Ready to move,2026,Furnished,2024-03-27 00:00:00
320,Bandra,Apartment,1,1002.19,208.77,47902.0,Under construction,2027,Unfurnished,2024-03-04 00:00:00
2655,Juhu,Studio,2,300.0,67.14,27808.0,Ready to move,2025,Semi-Furnished,2024-07-27 00:00:00
2386,Powai,Apartment,3,1096.13,136.79,66968.0,Ready to move,2025,Semi-Furnished,2024-11-14 00:00:00
5085,Goregaon,Apartment,1,300.0,147.93,65706.0,Ready to move,2024,Unfurnished,2024-12-15 00:00:00
6758,Bandra,Apartment,3,965.37,144.67,20616.0,Ready to move,2025,Furnished,2024-07-07 00:00:00
1566,Powai,Apartment,2,759.45,173.56,93344.0,Ready to move,2024,Furnished,2024-05-03 00:00:00
7806,Powai,Apartment,1,969.46,177.66,54600.0,Ready to move,2024,Unfurnished,2024-01-20 00:00:00
9639,Powai,Apartment,1,839.25,219.59,51842.0,Ready to move,2024,Semi-Furnished,2024-07-02 00:00:00
2490,Dadar,Apartment,2,497.89,158.23,46816.0,Under construction,2024,Furnished,2024-09-11 00:00:00
6317,Borivali,Apartment,2,741.6,139.89,18431.0,Ready to move,2025,Furnished,2024-08-15 00:00:00
2914,Malad,Apartment,2,774.48,85.76,45071.0,Ready to move,2024,Unfurnished,2024-01-18 00:00:00
3982,Andheri,Apartment,3,1040.57,214.76,36775.0,Ready to move,2025,Semi-Furnished,2024-12-17 00:00:00
8915,Borivali,Apartment,2,970.19,155.83,28089.0,Ready to move,2024,Semi-Furnished,2024-11-13 00:00:00
8969,Powai,Villa,2,531.19,133.15,32615.0,Under construction,2026,Semi-Furnished,2024-09-13 00:00:00
666,Borivali,Villa,2,892.78,100.04,62945.0,Ready to move,2026,Furnished,2024-04-18 00:00:00
672,Andheri,Apartment,3,1201.3,220.43,70256.0,Ready to move,2025,Furnished,2024-07-29 00:00:00
8286,Andheri,Studio,2,1102.47,158.55,50059.0,Ready to move,2024,Unfurnished,2024-07-23 00:00:00
8422,Vikhroli,Apartment,3,526.12,165.52,51677.0,Ready to move,2024,Furnished,2024-06-21 00:00:00
640,Goregaon,Villa,2,529.64,76.19,37425.0,Ready to move,2025,Semi-Furnished,2024-12-16 00:00:00
6599,Bandra,Villa,4,1292.08,125.45,56255.0,Ready to move,2026,Furnished,2024-06-09 00:00:00
1606,Dadar,Apartment,1,479.85,217.78,42382.0,Ready to move,2025,Unfurnished,2024-05-28 00:00:00
2136,Andheri,Apartment,1,684.56,91.51,18863.0,Ready to move,2024,Furnished,2024-08-29 00:00:00
7780,Dadar,Apartment,1,761.16,148.79,58113.0,Ready to move,2027,Furnished,2024-07-17 00:00:00
4366,Bandra,Apartment,4,809.58,186.29,42542.0,Ready to move,2024,Unfurnished,2024-08-04 00:00:00
3331,Borivali,Apartment,2,508.65,187.53,23939.0,Under construction,2025,Semi-Furnished,2024-09-27 00:00:00
4746,Juhu,Apartment,1,495.44,164.26,58432.0,Ready to move,2024,Semi-Furnished,2024-03-04 00:00:00
2767,Juhu,Villa,2,922.3,150.32,63583.0,Under construction,2024,Semi-Furnished,2024-10-11 00:00:00
3468,Kandivali,Studio,3,1370.9,154.51,33022.0,Ready to move,2026,Semi-Furnished,2024-12-02 00:00:00
7885,Goregaon,Apartment,2,373.73,221.8,66654.0,Under construction,2024,Semi-Furnished,2024-03-27 00:00:00
3632,Vikhroli,Villa,3,922.99,157.82,44276.0,Ready to move,2024,Furnished,2024-08-10 00:00:00
7425,Borivali,Studio,2,516.86,108.76,87966.0,Ready to move,2025,Semi-Furnished,2024-05-06 00:00:00
3657,Goregaon,Villa,3,964.52,149.47,45502.0,Ready to move,2025,Furnished,2024-07-14 00:00:00
4307,Goregaon,Villa,1,697.2,193.45,10000.0,Under construction,2027,Semi-Furnished,2024-02-01 00:00:00
5380,Andheri,Apartment,2,581.97,171.67,43069.0,Ready to move,2025,Unfurnished,2024-12-10 00:00:00
9007,Vikhroli,Apartment,3,497.4,172.12,53551.0,Under construction,2026,Semi-Furnished,2024-10-15 00:00:00
4815,Borivali,Apartment,1,607.45,147.32,41780.0,Ready to move,2024,Semi-Furnished,2024-04-04 00:00:00
5834,Bandra,Apartment,2,798.15,102.32,52816.0,Ready to move,2025,Furnished,2024-04-19 00:00:00
8144,Bandra,Studio,3,1661.94,70.3,45327.0,Ready to move,2025,Unfurnished,2024-02-20 00:00:00
6940,Dadar,Apartment,1,740.73,200.49,77028.0,Ready to move,2024,Unfurnished,2024-01-30 00:00:00
5170,Goregaon,Apartment,3,300.0,163.83,30723.0,Ready to move,2024,Furnished,2024-04-04 00:00:00
2397,Kandivali,Villa,4,1014.33,143.49,43804.0,Ready to move,2026,Unfurnished,2024-11-14 00:00:00
7550,Juhu,Apartment,3,719.7,37.6,62286.0,Ready to move,2026,Furnished,2024-02-22 00:00:00
3744,Kandivali,Apartment,1,300.0,94.2,38276.0,Ready to move,2025,Furnished,2024-04-09 00:00:00
7259,Bandra,Villa,3,1269.78,246.68,68159.0,Ready to move,2024,Semi-Furnished,2024-08-28 00:00:00
4978,Vikhroli,Apartment,1,703.67,159.46,35221.0,Ready to move,2026,Semi-Furnished,2024-06-10 00:00:00
1066,Borivali,Villa,2,706.93,230.41,39744.0,Ready to move,2026,Furnished,2024-07-08 00:00:00
7851,Malad,Apartment,1,968.29,135.14,47195.0,Ready to move,2024,Semi-Furnished,2024-05-17 00:00:00
8156,Malad,Apartment,1,1098.93,167.42,16376.0,Ready to move,2024,Semi-Furnished,2024-11-02 00:00:00
2326,Bandra,Studio,1,1192.15,142.04,64775.0,Ready to move,2024,Furnished,2024-01-29 00:00:00
8312,Malad,Villa,2,741.91,185.99,59339.0,Ready to move,2026,Unfurnished,2024-12-06 00:00:00
7805,Juhu,Studio,3,1094.88,314.8,37619.0,Under construction,2025,Semi-Furnished,2024-05-14 00:00:00
1303,Borivali,Apartment,1,581.17,197.67,57203.0,Ready to move,2027,Furnished,2024-06-04 00:00:00
6268,Andheri,Apartment,2,892.01,115.54,37211.0,Ready to move,2024,Furnished,2024-08-29 00:00:00
3236,Bandra,Studio,1,665.51,212.57,38298.0,Ready to move,2024,Unfurnished,2024-01-12 00:00:00
8579,Borivali,Apartment,3,547.85,100.08,25657.0,Ready to move,2026,Semi-Furnished,2024-11-06 00:00:00
6556,Powai,Apartment,2,873.16,213.33,34471.0,Ready to move,2026,Furnished,2024-07-06 00:00:00
3526,Kandivali,Apartment,2,760.2,74.6,38268.0,Under construction,2024,Unfurnished,2024-09-29 00:00:00
8911,Malad,Apartment,1,438.56,150.01,49334.0,Ready to move,2026,Semi-Furnished,2024-10-11 00:00:00
4185,Juhu,Apartment,4,950.98,186.74,55159.0,Ready to move,2024,Semi-Furnished,2024-06-14 00:00:00
92,Andheri,Apartment,3,1038.21,41.28,54540.0,Ready to move,2024,Unfurnished,2024-10-16 00:00:00
5316,Kandivali,Studio,2,497.46,154.71,78739.0,Ready to move,2024,Furnished,2024-09-27 00:00:00
2976,Juhu,Apartment,1,629.7,128.8,36031.0,Ready to move,2024,Semi-Furnished,2024-07-27 00:00:00
1357,Malad,Villa,1,1326.63,133.23,55881.0,Ready to move,2024,Semi-Furnished,2024-01-01 00:00:00
4177,Powai,Apartment,1,614.95,166.8,49624.0,Ready to move,2024,Furnished,2024-02-04 00:00:00
8023,Kandivali,Studio,2,843.3,246.97,38297.0,Under construction,2024,Furnished,2024-08-14 00:00:00
3322,Malad,Apartment,2,379.73,94.68,52742.0,Ready to move,2024,Unfurnished,2024-07-22 00:00:00
4695,Vikhroli,Apartment,3,755.1,168.75,71736.0,Ready to move,2025,Furnished,2024-06-29 00:00:00
8751,Malad,Apartment,4,1116.76,136.59,51351.0,Ready to move,2024,Unfurnished,2024-10-22 00:00:00
2427,Dadar,Apartment,1,1106.92,56.23,44559.0,Ready to move,2025,Unfurnished,2024-03-03 00:00:00
3866,Juhu,Apartment,4,1560.41,218.22,27642.0,Ready to move,2024,Unfurnished,2024-02-16 00:00:00
9449,Juhu,Apartment,2,1275.0,156.21,50975.0,Ready to move,2024,Furnished,2024-02-13 00:00:00
2745,Juhu,Studio,1,726.25,226.55,56296.0,Ready to move,2025,Furnished,2024-05-05 00:00:00
6999,Dadar,Apartment,2,1023.39,112.51,49551.0,Ready to move,2025,Furnished,2024-06-05 00:00:00
2628,Powai,Apartment,2,811.75,112.38,31505.0,Ready to move,2025,Semi-Furnished,2024-04-23 00:00:00
1500,Borivali,Apartment,2,1081.42,125.24,21630.0,Ready to move,2024,Semi-Furnished,2024-09-26 00:00:00
9543,Juhu,Apartment,2,300.0,180.89,28091.0,Ready to move,2024,Furnished,2024-11-24 00:00:00
8277,Juhu,Apartment,3,593.92,148.57,45069.0,Ready to move,2025,Furnished,2024-07-28 00:00:00
983,Juhu,Apartment,3,856.0,197.67,37189.0,Ready to move,2025,Semi-Furnished,2024-09-02 00:00:00
2167,Bandra,Apartment,1,541.67,54.34,54401.0,Ready to move,2024,Semi-Furnished,2024-09-27 00:00:00
4475,Kandivali,Apartment,4,806.94,169.05,44001.0,Ready to move,2025,Semi-Furnished,2024-09-07 00:00:00
1441,Goregaon,Apartment,2,691.38,167.82,52579.0,Ready to move,2024,Furnished,2024-02-03 00:00:00
3788,Juhu,Villa,3,1427.54,153.1,70975.0,Ready to move,2025,Semi-Furnished,2024-12-26 00:00:00
6990,Bandra,Apartment,3,489.02,157.54,48283.0,Ready to move,2025,Furnished,2024-03-02 00:00:00
6798,Malad,Studio,2,504.93,142.75,70910.0,Ready to move,2024,Furnished,2024-08-18 00:00:00
2622,Andheri,Apartment,3,516.35,151.85,19318.0,Under construction,2024,Furnished,2024-12-03 00:00:00
7838,Kandivali,Villa,1,300.0,88.03,46570.0,Ready to move,2024,Semi-Furnished,2024-01-11 00:00:00
7081,Vikhroli,Villa,2,598.75,157.56,82886.0,Ready to move,2025,Semi-Furnished,2024-11-20 00:00:00
2142,Juhu,Apartment,3,898.73,123.76,35001.0,Ready to move,2024,Semi-Furnished,2024-01-13 00:00:00
4373,Goregaon,Apartment,2,1098.05,131.76,50324.0,Ready to move,2024,Unfurnished,2024-11-03 00:00:00
7267,Dadar,Apartment,2,933.82,181.26,31500.0,Under construction,2024,Unfurnished,2024-11-13 00:00:00
2641,Kandivali,Apartment,2,606.35,232.8,55358.0,Ready to move,2025,Unfurnished,2024-07-28 00:00:00
1026,Kandivali,Apartment,1,624.48,131.4,26261.0,Under construction,2024,Unfurnished,2024-10-08 00:00:00
1160,Dadar,Studio,1,869.76,180.38,11622.0,Ready to move,2027,Furnished,2024-05-11 00:00:00
5272,Goregaon,Apartment,2,757.9,138.97,33943.0,Ready to move,2024,Furnished,2024-12-08 00:00:00
6857,Juhu,Apartment,2,834.47,183.07,75935.0,Ready to move,2024,Semi-Furnished,2024-05-01 00:00:00
7676,Dadar,Studio,4,949.17,124.12,54441.0,Under construction,2026,Furnished,2024-06-12 00:00:00
9717,Vikhroli,Apartment,3,663.47,110.08,48141.0,Ready to move,2027,Semi-Furnished,2024-12-19 00:00:00
1078,Malad,Apartment,2,1444.06,95.53,55530.0,Ready to move,2024,Furnished,2024-06-28 00:00:00
1922,Bandra,Apartment,1,943.36,200.59,25650.0,Ready to move,2024,Furnished,2024-05-18 00:00:00
4458,Goregaon,Apartment,2,661.51,172.71,57585.0,Ready to move,2024,Unfurnished,2024-06-02 00:00:00
8452,Vikhroli,Apartment,1,1080.44,115.24,63983.0,Ready to move,2025,Furnished,2024-10-19 00:00:00
8645,Powai,Apartment,1,770.7,146.05,68608.0,Under construction,2025,Semi-Furnished,2024-01-13 00:00:00
7864,Kandivali,Apartment,1,1319.35,199.63,56674.0,Ready to move,2025,Semi-Furnished,2024-08-26 00:00:00
9091,Goregaon,Apartment,2,758.85,158.83,42928.0,Under construction,2024,Unfurnished,2024-12-08 00:00:00
3582,Kandivali,Villa,2,746.15,218.11,40806.0,Ready to move,2026,Furnished,2024-04-23 00:00:00
6881,Goregaon,Villa,4,503.67,123.45,72191.0,Ready to move,2024,Semi-Furnished,2024-03-25 00:00:00
4619,Goregaon,Studio,1,681.31,135.6,45943.0,Ready to move,2024,Semi-Furnished,2024-05-11 00:00:00
6866,Andheri,Apartment,1,964.27,122.68,28603.0,Under construction,2024,Semi-Furnished,2024-12-15 00:00:00
3626,Vikhroli,Villa,3,900.79,206.77,42862.0,Ready to move,2025,Furnished,2024-11-07 00:00:00
4643,Dadar,Apartment,3,1373.5,177.27,39986.0,Ready to move,2024,Unfurnished,2024-03-09 00:00:00
2406,Kandivali,Apartment,2,846.24,153.84,33701.0,Ready to move,2024,Furnished,2024-12-16 00:00:00
4825,Bandra,Apartment,3,679.05,35.89,52256.0,Ready to move,2024,Semi-Furnished,2024-10-20 00:00:00
8847,Bandra,Apartment,2,635.86,175.06,65975.0,Ready to move,2025,Furnished,2024-10-13 00:00:00
228,Malad,Apartment,3,501.51,198.64,24803.0,Ready to move,2024,Furnished,2024-05-22 00:00:00
4901,Vikhroli,Villa,2,1615.55,199.12,70717.0,Ready to move,2024,Semi-Furnished,2024-02-26 00:00:00
7093,Bandra,Apartment,3,871.03,111.81,48860.0,Ready to move,2025,Semi-Furnished,2024-01-07 00:00:00
8983,Juhu,Apartment,2,500.8,184.55,56746.0,Ready to move,2025,Semi-Furnished,2024-10-19 00:00:00
7562,Dadar,Apartment,2,968.96,108.39,37943.0,Ready to move,2024,Furnished,2024-02-16 00:00:00
5287,Goregaon,Apartment,1,435.9,149.82,15695.0,Ready to move,2026,Furnished,2024-07-24 00:00:00
8642,Vikhroli,Apartment,1,1495.12,207.24,47662.0,Under construction,2024,Semi-Furnished,2024-11-10 00:00:00
2206,Borivali,Apartment,1,1414.54,140.34,45790.0,Under construction,2025,Semi-Furnished,2024-05-28 00:00:00
2683,Malad,Villa,2,662.49,125.94,60167.0,Under construction,2024,Furnished,2024-07-13 00:00:00
4576,Dadar,Apartment,3,810.35,76.14,37161.0,Ready to move,2024,Furnished,2024-06-10 00:00:00
6337,Andheri,Apartment,1,575.68,120.65,25884.0,Ready to move,2024,Furnished,2024-05-06 00:00:00
4259,Powai,Apartment,2,924.17,189.73,10000.0,Ready to move,2025,Semi-Furnished,2024-08-26 00:00:00
8798,Borivali,Apartment,2,300.0,39.53,46754.0,Ready to move,2025,Furnished,2024-01-03 00:00:00
7880,Kandivali,Apartment,1,1004.82,150.09,67557.0,Ready to move,2024,Furnished,2024-01-27 00:00:00
2813,Goregaon,Studio,1,1343.43,160.05,22393.0,Under construction,2025,Furnished,2024-01-11 00:00:00
632,Borivali,Villa,2,1334.93,171.56,25156.0,Under construction,2026,Furnished,2024-07-27 00:00:00
8981,Dadar,Studio,1,1109.39,114.85,66062.0,Ready to move,2024,Semi-Furnished,2024-03-25 00:00:00
9625,Borivali,Villa,3,1058.38,137.89,26108.0,Ready to move,2024,Unfurnished,2024-07-30 00:00:00
4128,Andheri,Villa,2,574.84,135.98,38689.0,Ready to move,2025,Furnished,2024-10-02 00:00:00
3513,Dadar,Apartment,1,1325.42,175.22,45910.0,Ready to move,2024,Semi-Furnished,2024-07-16 00:00:00
9259,Dadar,Apartment,3,816.57,153.7,72635.0,Ready to move,2026,Semi-Furnished,2024-09-11 00:00:00
118,Malad,Villa,1,440.67,185.94,28156.0,Ready to move,2024,Furnished,2024-08-24 00:00:00
8939,Goregaon,Villa,3,1276.29,140.92,49473.0,Under construction,2025,Furnished,2024-08-23 00:00:00
4989,Borivali,Apartment,1,1176.03,226.46,67659.0,Ready to move,2025,Furnished,2024-08-14 00:00:00
1382,Goregaon,Apartment,1,423.05,195.98,34630.0,Ready to move,2024,Semi-Furnished,2024-06-12 00:00:00
6098,Goregaon,Apartment,2,623.5,135.49,51968.0,Ready to move,2025,Semi-Furnished,2024-01-09 00:00:00
2815,Borivali,Villa,2,1247.61,138.93,39982.0,Ready to move,2024,Semi-Furnished,2024-04-26 00:00:00
1879,Juhu,Apartment,1,731.29,238.96,57549.0,Ready to move,2024,Furnished,2024-01-21 00:00:00
