property_id,locality,property_type,bhk,size_sqft,price_lakhs,rent_monthly,availability,possession_year,furnished_status,posted_on
66,Vikhroli,Apartment,4,645.71,216.51,26977.0,Ready to move,2025,Unfurnished,2024-10-11 00:00:00
67,Powai,Apartment,2,588.64,261.91,53218.0,Ready to move,2025,Furnished,2024-07-20 00:00:00
68,Goregaon,Villa,3,669.55,276.53,54484.0,Under construction,2024,Semi-Furnished,2024-10-24 00:00:00
69,Malad,Apartment,3,1006.86,90.59,23045.0,Ready to move,2025,Furnished,2024-12-22 00:00:00
70,Kandivali,Studio,2,621.37,90.85,58114.0,Ready to move,2024,Semi-Furnished,2024-05-29 00:00:00
71,Goregaon,Studio,2,803.39,127.78,44790.0,Ready to move,2024,Furnished,2024-02-07 00:00:00
72,Borivali,Apartment,3,369.44,156.44,56206.0,Ready to move,2024,Furnished,2024-03-22 00:00:00
73,Bandra,Apartment,2,994.33,229.33,32224.0,Under construction,2024,Unfurnished,2024-05-01 00:00:00
74,Borivali,Villa,1,394.87,181.36,24150.0,Under construction,2026,Unfurnished,2024-09-29 00:00:00
75,Goregaon,Apartment,3,570.35,89.84,40370.0,Under construction,2027,Furnished,2024-07-10 00:00:00
76,Vikhroli,Apartment,2,1215.15,119.42,41036.0,Ready to move,2025,Furnished,2024-06-28 00:00:00
77,Kandivali,Villa,3,1204.1,147.9,40197.0,Ready to move,2024,Semi-Furnished,2024-03-25 00:00:00
78,Kandivali,Apartment,1,962.29,75.54,39147.0,Ready to move,2025,Semi-Furnished,2024-04-21 00:00:00
79,Andheri,Villa,1,932.7,150.68,70393.0,Ready to move,2026,Furnished,2024-09-12 00:00:00
80,Kandivali,Apartment,4,690.71,90.58,19503.0,Ready to move,2024,Semi-Furnished,2024-11-25 00:00:00
81,Malad,Apartment,1,618.13,67.46,32327.0,Ready to move,2024,Unfurnished,2024-08-15 00:00:00
82,Kandivali,Apartment,3,741.33,102.65,38721.0,Ready to move,2025,Furnished,2024-11-01 00:00:00
83,Goregaon,Studio,3,395.9,170.55,45360.0,Ready to move,2025,Furnished,2024-10-25 00:00:00
84,Andheri,Apartment,3,925.73,170.21,55665.0,Under construction,2024,Unfurnished,2024-03-07 00:00:00
85,Goregaon,Villa,1,864.65,154.83,57980.0,Ready to move,2026,Semi-Furnished,2024-07-17 00:00:00
86,Goregaon,Apartment,2,569.97,199.58,61148.0,Ready to move,2025,Semi-Furnished,2024-05-17 00:00:00
87,Juhu,Apartment,3,1320.6,194.28,52222.0,Ready to move,2024,Furnished,2024-11-04 00:00:00
88,Andheri,Apartment,2,1032.07,160.22,19050.0,Ready to move,2024,Unfurnished,2024-10-14 00:00:00
89,Goregaon,Apartment,2,1057.55,153.32,20034.0,Under construction,2027,Furnished,2024-07-14 00:00:00
90,Juhu,Apartment,2,703.8,156.48,62209.0,Ready to move,2025,Furnished,2024-07-18 00:00:00
91,Juhu,Apartment,1,849.6,142.62,61239.0,Ready to move,2024,Semi-Furnished,2024-06-20 00:00:00
92,Andheri,Apartment,3,1038.21,41.28,54540.0,Ready to move,2024,Unfurnished,2024-02-22 00:00:00
93,Borivali,Studio,3,895.83,206.77,32696.0,Ready to move,2025,Unfurnished,2024-07-14 00:00:00
94,Vikhroli,Apartment,4,1330.57,169.88,40162.0,Ready to move,2025,Semi-Furnished,2024-07-28 00:00:00
95,Malad,Studio,2,788.86,89.18,39017.0,Ready to move,2024,Unfurnished,2024-05-26 00:00:00
96,Vikhroli,Apartment,3,698.63,221.39,29629.0,Ready to move,2024,Semi-Furnished,2024-09-26 00:00:00
97,Kandivali,Apartment,1,1040.28,120.5,48886.0,Under construction,2024,Furnished,2024-05-24 00:00:00
98,Malad,Apartment,2,470.61,144.61,77332.0,Ready to move,2027,Furnished,2024-08-20 00:00:00
99,Kandivali,Apartment,2,1127.29,201.18,37566.0,Ready to move,2026,Furnished,2024-01-13 00:00:00
100,Goregaon,Apartment,4,459.79,161.01,64452.0,Ready to move,2025,Semi-Furnished,2024-08-27 00:00:00
101,Bandra,Apartment,3,1041.58,216.77,31720.0,Ready to move,2024,Furnished,2024-06-04 00:00:00
102,Andheri,Apartment,4,655.52,132.39,21950.0,Ready to move,2024,Furnished,2024-08-06 00:00:00
103,Malad,Villa,3,992.98,234.56,59812.0,Ready to move,2025,Semi-Furnished,2024-12-12 00:00:00
104,Malad,Apartment,3,1122.2,111.11,41718.0,Under construction,2025,Furnished,2024-03-13 00:00:00
105,Goregaon,Villa,1,896.03,215.88,64069.0,Ready to move,2025,Semi-Furnished,2024-09-09 00:00:00
106,Borivali,Apartment,3,490.11,36.74,67063.0,Ready to move,2024,Furnished,2024-02-07 00:00:00
107,Juhu,Apartment,2,580.97,94.99,40824.0,Ready to move,2025,Semi-Furnished,2024-04-24 00:00:00
108,Goregaon,Apartment,2,631.4,164.9,65145.0,Under construction,2026,Unfurnished,2024-11-30 00:00:00
109,Dadar,Apartment,1,300.0,129.98,31859.0,Ready to move,2024,Unfurnished,2024-06-07 00:00:00
110,Juhu,Apartment,2,1188.24,146.26,31623.0,Under construction,2025,Furnished,2024-09-06 00:00:00
111,Andheri,Apartment,2,883.03,152.08,61084.0,Under construction,2026,Semi-Furnished,2024-09-23 00:00:00
112,Juhu,Apartment,2,509.34,90.45,21783.0,Ready to move,2024,Furnished,2024-03-16 00:00:00
113,Borivali,Apartment,2,1286.7,94.2,44977.0,Under construction,2025,Furnished,2024-08-25 00:00:00
114,Juhu,Apartment,4,639.6,161.61,63745.0,Ready to move,2024,Semi-Furnished,2024-09-25 00:00:00
115,Andheri,Apartment,3,925.17,116.68,64752.0,Ready to move,2025,Semi-Furnished,2024-10-18 00:00:00
116,Borivali,Apartment,2,602.42,217.05,38510.0,Ready to move,2025,Furnished,2024-02-19 00:00:00
117,Vikhroli,Studio,2,300.0,140.4,60138.0,Under construction,2026,Furnished,2024-04-24 00:00:00
118,Malad,Villa,1,440.67,185.94,28156.0,Ready to move,2024,Furnished,2024-12-04 00:00:00
119,Malad,Apartment,2,715.45,172.14,34989.0,Ready to move,2024,Furnished,2024-12-07 00:00:00
120,Kandivali,Villa,1,1119.49,119.94,48456.0,Under construction,2026,Furnished,2024-02-29 00:00:00
121,Vikhroli,Villa,4,953.96,50.98,50666.0,Under construction,2026,Unfurnished,2024-01-24 00:00:00
122,Vikhroli,Apartment,2,892.06,209.25,29284.0,Ready to move,2024,Furnished,2024-03-03 00:00:00
123,Juhu,Apartment,1,300.0,101.05,72934.0,Ready to move,2024,Furnished,2024-09-16 00:00:00
124,Malad,Studio,2,1231.03,129.81,16838.0,Under construction,2024,Furnished,2024-09-15 00:00:00
125,Andheri,Apartment,2,917.1,142.46,45813.0,Under construction,2024,Semi-Furnished,2024-10-28 00:00:00
126,Powai,Studio,2,814.17,147.45,47939.0,Ready to move,2025,Semi-Furnished,2024-06-16 00:00:00
127,Powai,Apartment,1,1189.73,198.1,18796.0,Ready to move,2024,Furnished,2024-06-30 00:00:00
128,Borivali,Apartment,4,1224.25,150.29,64862.0,Ready to move,2024,Semi-Furnished,2024-08-09 00:00:00
129,Malad,Apartment,1,1196.38,143.63,33893.0,Ready to move,2025,Semi-Furnished,2024-01-14 00:00:00
130,Malad,Apartment,1,775.87,200.92,46477.0,Ready to move,2025,Furnished,2024-10-16 00:00:00
131,Powai,Villa,1,548.96,180.03,49921.0,Ready to move,2026,Semi-Furnished,2024-05-07 00:00:00
132,Malad,Studio,2,1146.68,113.22,23186.0,Ready to move,2025,Furnished,2024-07-06 00:00:00
133,Juhu,Apartment,1,440.48,92.64,28918.0,Ready to move,2026,Unfurnished,2024-05-24 00:00:00
134,Dadar,Apartment,1,1434.18,108.82,68445.0,Ready to move,2025,Furnished,2024-05-17 00:00:00
135,Bandra,Villa,2,858.4,147.54,44013.0,Ready to move,2024,Furnished,2024-10-11 00:00:00
136,Vikhroli,Apartment,2,531.73,87.7,10000.0,Ready to move,2025,Semi-Furnished,2024-09-21 00:00:00
137,Kandivali,Apartment,1,480.44,154.54,40471.0,Ready to move,2025,Semi-Furnished,2024-04-03 00:00:00
138,Borivali,Apartment,2,466.72,143.54,44506.0,Ready to move,2024,Semi-Furnished,2024-07-11 00:00:00
139,Dadar,Villa,2,892.11,30.0,48291.0,Ready to move,2024,Unfurnished,2024-09-24 00:00:00
140,Powai,Villa,1,848.08,79.69,15017.0,Ready to move,2025,Furnished,2024-04-26 00:00:00
141,Vikhroli,Apartment,2,479.22,30.0,44560.0,Ready to move,2024,Unfurnished,2024-12-13 00:00:00
142,Malad,Apartment,1,743.06,132.8,32510.0,Ready to move,2025,Semi-Furnished,2024-04-09 00:00:00
143,Kandivali,Studio,1,439.62,203.7,48316.0,Under construction,2027,Unfurnished,2024-02-07 00:00:00
144,Malad,Apartment,2,1026.79,55.47,52595.0,Ready to move,2024,Furnished,2024-05-26 00:00:00
145,Andheri,Apartment,1,833.62,83.89,51000.0,Ready to move,2025,Furnished,2024-11-27 00:00:00
146,Andheri,Apartment,1,736.48,141.81,66060.0,Ready to move,2026,Semi-Furnished,2024-05-26 00:00:00
147,Kandivali,Villa,2,463.57,96.81,77859.0,Under construction,2024,Furnished,2024-11-16 00:00:00
148,Kandivali,Apartment,4,759.95,96.57,27996.0,Ready to move,2024,Furnished,2024-09-07 00:00:00
149,Powai,Apartment,3,725.58,177.08,39270.0,Ready to move,2024,Furnished,2024-03-27 00:00:00
150,Kandivali,Apartment,3,945.32,125.26,56146.0,Ready to move,2024,Furnished,2024-01-23 00:00:00
151,Juhu,Apartment,3,900.11,75.66,43098.0,Ready to move,2025,Furnished,2024-02-27 00:00:00
152,Malad,Apartment,4,1087.62,45.61,10000.0,Under construction,2025,Unfurnished,2024-10-19 00:00:00
153,Dadar,Apartment,3,704.63,260.42,42112.0,Ready to move,2026,Semi-Furnished,2024-05-28 00:00:00
154,Goregaon,Apartment,2,300.0,206.42,63512.0,Ready to move,2024,Furnished,2024-07-09 00:00:00
155,Kandivali,Apartment,2,1147.33,127.42,24079.0,Ready to move,2024,Semi-Furnished,2024-02-12 00:00:00
156,Borivali,Apartment,1,569.19,154.39,48308.0,Ready to move,2025,Semi-Furnished,2024-12-25 00:00:00
157,Andheri,Apartment,2,517.92,125.57,16390.0,Ready to move,2025,Semi-Furnished,2024-06-14 00:00:00
158,Juhu,Studio,4,837.07,175.52,58050.0,Ready to move,2024,Furnished,2024-11-18 00:00:00
159,Vikhroli,Villa,2,940.68,107.29,48623.0,Ready to move,2024,Unfurnished,2024-09-09 00:00:00
160,Goregaon,Apartment,3,690.75,122.84,36479.0,Ready to move,2025,Semi-Furnished,2024-05-30 00:00:00
161,Dadar,Villa,2,688.39,172.77,38731.0,Ready to move,2024,Semi-Furnished,2024-04-28 00:00:00
162,Goregaon,Apartment,2,732.69,222.69,22514.0,Ready to move,2025,Semi-Furnished,2024-03-07 00:00:00
163,Kandivali,Studio,2,1274.96,187.07,60114.0,Under construction,2024,Semi-Furnished,2024-08-25 00:00:00
164,Powai,Apartment,2,849.2,211.7,33010.0,Ready to move,2024,Furnished,2024-01-23 00:00:00
165,Andheri,Apartment,2,559.61,134.38,52504.0,Under construction,2024,Semi-Furnished,2024-02-28 00:00:00
166,Andheri,Apartment,3,562.66,118.85,30571.0,Ready to move,2025,Furnished,2024-08-19 00:00:00
167,Vikhroli,Apartment,3,774.73,53.08,77976.0,Ready to move,2025,Furnished,2024-11-29 00:00:00
168,Powai,Studio,3,921.36,153.61,68395.0,Ready to move,2024,Semi-Furnished,2024-10-18 00:00:00
169,Malad,Apartment,1,995.19,168.95,76106.0,Ready to move,2024,Furnished,2024-07-10 00:00:00
170,Bandra,Apartment,3,887.25,135.0,77858.0,Ready to move,2024,Semi-Furnished,2024-03-26 00:00:00
171,Juhu,Apartment,2,597.44,111.16,35482.0,Ready to move,2024,Unfurnished,2024-09-08 00:00:00
172,Andheri,Villa,2,722.82,212.17,31738.0,Ready to move,2024,Unfurnished,2024-05-14 00:00:00
173,Borivali,Apartment,3,1070.17,181.59,75392.0,Ready to move,2024,Semi-Furnished,2024-04-27 00:00:00
174,Andheri,Apartment,2,506.17,215.64,42884.0,Ready to move,2024,Furnished,2024-03-10 00:00:00
175,Goregaon,Studio,1,710.27,102.32,57498.0,Ready to move,2025,Semi-Furnished,2024-05-04 00:00:00
176,Andheri,Apartment,2,1029.24,114.59,35690.0,Ready to move,2026,Furnished,2024-05-23 00:00:00
177,Andheri,Apartment,3,1112.58,210.16,35937.0,Ready to move,2024,Unfurnished,2024-09-25 00:00:00
178,Bandra,Studio,2,792.13,147.63,57449.0,Ready to move,2024,Unfurnished,2024-01-07 00:00:00
179,Bandra,Apartment,2,726.64,121.54,15452.0,Under construction,2024,Unfurnished,2024-01-12 00:00:00
180,Dadar,Apartment,2,453.36,125.02,56748.0,Under construction,2024,Semi-Furnished,2024-03-24 00:00:00
181,Malad,Apartment,3,1007.69,149.45,52867.0,Ready to move,2026,Semi-Furnished,2024-10-18 00:00:00
182,Borivali,Villa,3,1245.63,200.15,37048.0,Ready to move,2024,Semi-Furnished,2024-03-27 00:00:00
183,Andheri,Apartment,2,1619.55,141.97,45363.0,Ready to move,2024,Furnished,2024-10-21 00:00:00
184,Andheri,Studio,1,965.93,189.53,47713.0,Ready to move,2025,Unfurnished,2024-07-19 00:00:00
185,Juhu,Villa,2,834.74,173.37,48555.0,Ready to move,2025,Furnished,2024-08-18 00:00:00
186,Bandra,Apartment,2,574.06,106.08,55352.0,Under construction,2025,Unfurnished,2024-01-30 00:00:00
187,Borivali,Villa,3,300.0,106.04,32775.0,Ready to move,2027,Unfurnished,2024-11-20 00:00:00
188,Vikhroli,Apartment,1,903.09,127.49,85466.0,Ready to move,2024,Furnished,2024-09-10 00:00:00
189,Dadar,Apartment,2,1555.1,83.16,41916.0,Under construction,2024,Semi-Furnished,2024-08-14 00:00:00
190,Malad,Villa,3,1231.24,124.29,43040.0,Under construction,2024,Unfurnished,2024-05-08 00:00:00
191,Powai,Studio,2,1184.97,225.67,74170.0,Ready to move,2025,Unfurnished,2024-08-06 00:00:00
192,Malad,Apartment,3,923.68,148.43,17564.0,Ready to move,2025,Unfurnished,2024-03-15 00:00:00
193,Goregaon,Apartment,3,957.86,111.68,74014.0,Ready to move,2025,Unfurnished,2024-08-21 00:00:00
194,Andheri,Apartment,3,300.0,245.79,46402.0,Under construction,2024,Unfurnished,2024-03-28 00:00:00
195,Dadar,Apartment,2,1078.75,103.47,37047.0,Under construction,2024,Unfurnished,2024-04-21 00:00:00
196,Goregaon,Apartment,2,676.2,101.91,28205.0,Ready to move,2025,Semi-Furnished,2024-07-04 00:00:00
197,Borivali,Apartment,4,639.48,211.47,25963.0,Ready to move,2025,Furnished,2024-02-06 00:00:00
198,Powai,Apartment,2,753.02,183.07,39873.0,Ready to move,2025,Semi-Furnished,2024-12-23 00:00:00
199,Bandra,Apartment,1,742.9,143.5,49170.0,Ready to move,2024,Furnished,2024-04-25 00:00:00
200,Dadar,Apartment,1,634.71,191.6,54337.0,Ready to move,2026,Semi-Furnished,2024-02-13 00:00:00
201,Dadar,Villa,2,854.16,165.03,48990.0,Under construction,2024,Semi-Furnished,2024-09-15 00:00:00
202,Andheri,Villa,4,682.52,90.69,37347.0,Ready to move,2025,Unfurnished,2024-03-30 00:00:00
203,Kandivali,Apartment,1,880.1,30.12,65093.0,Ready to move,2026,Furnished,2024-01-05 00:00:00
204,Dadar,Apartment,1,403.85,121.63,85107.0,Ready to move,2026,Semi-Furnished,2024-01-01 00:00:00
205,Juhu,Apartment,3,785.78,204.25,67419.0,Under construction,2024,Unfurnished,2024-08-04 00:00:00
206,Powai,Apartment,4,521.11,128.58,39611.0,Ready to move,2024,Semi-Furnished,2024-12-18 00:00:00
207,Powai,Apartment,1,657.57,173.0,52531.0,Ready to move,2024,Semi-Furnished,2024-04-29 00:00:00
208,Juhu,Villa,2,893.02,159.22,53493.0,Ready to move,2025,Semi-Furnished,2024-08-08 00:00:00
209,Vikhroli,Apartment,2,368.8,65.32,69055.0,Ready to move,2024,Furnished,2024-03-19 00:00:00
210,Juhu,Apartment,2,603.28,129.68,39927.0,Ready to move,2024,Furnished,2024-01-09 00:00:00
211,Juhu,Apartment,3,1020.69,167.94,30526.0,Ready to move,2027,Semi-Furnished,2024-05-27 00:00:00
212,Powai,Apartment,1,426.05,110.64,62008.0,Ready to move,2026,Furnished,2024-10-05 00:00:00
213,Malad,Apartment,1,1383.36,131.87,51096.0,Ready to move,2024,Furnished,2024-10-08 00:00:00
214,Powai,Studio,1,1211.32,169.59,28369.0,Ready to move,2024,Unfurnished,2024-07-17 00:00:00
215,Kandivali,Apartment,1,701.64,153.63,55584.0,Ready to move,2024,Semi-Furnished,2024-05-29 00:00:00
216,Andheri,Apartment,1,613.84,202.35,72574.0,Ready to move,2025,Unfurnished,2024-12-27 00:00:00
217,Goregaon,Apartment,1,910.58,169.18,34594.0,Ready to move,2025,Furnished,2024-12-13 00:00:00
218,Malad,Studio,3,415.76,102.21,31635.0,Ready to move,2024,Furnished,2024-05-18 00:00:00
219,Bandra,Apartment,1,300.0,126.12,45451.0,Under construction,2024,Semi-Furnished,2024-04-20 00:00:00
220,Goregaon,Apartment,4,712.2,151.01,55204.0,Ready to move,2024,Furnished,2024-11-15 00:00:00
221,Andheri,Villa,2,809.79,216.92,43876.0,Ready to move,2024,Furnished,2024-12-05 00:00:00
222,Kandivali,Apartment,2,878.33,126.32,62016.0,Ready to move,2026,Unfurnished,2024-07-24 00:00:00
223,Kandivali,Apartment,1,665.58,63.37,48911.0,Under construction,2024,Semi-Furnished,2024-04-20 00:00:00
224,Bandra,Apartment,1,1232.18,172.03,60175.0,Under construction,2025,Furnished,2024-12-22 00:00:00
225,Malad,Apartment,2,401.46,112.22,34188.0,Ready to move,2026,Furnished,2024-04-10 00:00:00
226,Vikhroli,Apartment,2,508.52,85.73,26584.0,Ready to move,2025,Semi-Furnished,2024-05-26 00:00:00
227,Juhu,Apartment,3,995.99,150.94,39899.0,Ready to move,2024,Semi-Furnished,2024-04-05 00:00:00
228,Malad,Apartment,3,501.51,198.64,24803.0,Ready to move,2024,Furnished,2024-07-22 00:00:00
229,Vikhroli,Apartment,2,489.9,121.31,51140.0,Ready to move,2026,Semi-Furnished,2024-06-17 00:00:00
230,Kandivali,Apartment,2,887.01,174.83,14749.0,Ready to move,2024,Furnished,2024-03-24 00:00:00
231,Powai,Apartment,3,533.94,184.1,38209.0,Ready to move,2027,Furnished,2024-12-03 00:00:00
232,Andheri,Apartment,2,810.07,189.59,40711.0,Ready to move,2024,Furnished,2024-08-23 00:00:00
233,Bandra,Studio,4,640.04,113.39,29300.0,Under construction,2024,Furnished,2024-09-25 00:00:00
234,Andheri,Apartment,3,591.5,93.95,40405.0,Ready to move,2026,Furnished,2024-04-12 00:00:00
235,Borivali,Apartment,1,300.0,100.76,45064.0,Under construction,2026,Semi-Furnished,2024-04-24 00:00:00
236,Borivali,Apartment,2,891.87,189.55,64038.0,Ready to move,2024,Furnished,2024-06-14 00:00:00
237,Malad,Apartment,2,475.84,183.37,29389.0,Under construction,2024,Semi-Furnished,2024-06-14 00:00:00
238,Kandivali,Apartment,3,799.53,102.14,50360.0,Ready to move,2026,Semi-Furnished,2024-04-13 00:00:00
239,Kandivali,Apartment,2,696.37,256.63,53336.0,Under construction,2024,Unfurnished,2024-07-27 00:00:00
240,Juhu,Apartment,3,788.05,96.18,44682.0,Ready to move,2024,Furnished,2024-10-27 00:00:00
241,Juhu,Apartment,1,805.1,199.97,37529.0,Under construction,2024,Unfurnished,2024-05-01 00:00:00
242,Juhu,Villa,1,908.09,225.98,27915.0,Under construction,2025,Furnished,2024-11-18 00:00:00
243,Powai,Apartment,1,631.67,155.49,73478.0,Ready to move,2026,Semi-Furnished,2024-03-31 00:00:00
244,Goregaon,Apartment,2,1222.81,111.51,46090.0,Ready to move,2024,Semi-Furnished,2024-05-14 00:00:00
245,Dadar,Apartment,2,300.0,112.61,40267.0,Under construction,2024,Semi-Furnished,2024-09-28 00:00:00
246,Goregaon,Apartment,2,782.02,136.9,76823.0,Ready to move,2024,Unfurnished,2024-06-18 00:00:00
247,Andheri,Apartment,2,1100.87,204.04,48334.0,Under construction,2025,Furnished,2024-05-23 00:00:00
248,Goregaon,Apartment,1,993.03,90.01,83152.0,Ready to move,2025,Semi-Furnished,2024-12-28 00:00:00
